NO OF CNTRS,Container Type,Port of Destination,Dispatch Qty,TRANSIT TIME AS PER  RFQ,SELECTION OF SH.LINE,Stuffing remarks,Act POL,Shipping line,Dev Cost,Country,Sector
1,20DV,Montevideo,23.875,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.835,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.715,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.825,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.815,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.715,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.725,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.825,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.695,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.705,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.725,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.835,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.795,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.725,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.795,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.755,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.795,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.815,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.785,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.745,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.765,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.795,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.735,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.815,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.785,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.845,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.805,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.745,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.825,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.815,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.855,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.765,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.815,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Montevideo,23.765,42,L2,STUFFED,ADANI,MSC,43,URUGUAY,SOUTH AMERICA
1,20DV,Iskenderun ,23,29,L3,STUFFED,ADANI,MAERSK,129,Turkey,EUROPE
1,20DV,Iskenderun ,23,29,L3,STUFFED,ADANI,MAERSK,129,Turkey,EUROPE
1,20DV,Iskenderun ,23,29,L3,STUFFED,ADANI,MAERSK,129,Turkey,EUROPE
1,20DV,Iskenderun ,23,29,L3,STUFFED,ADANI,MAERSK,129,Turkey,EUROPE
1,20DV,Iskenderun ,23,29,L3,STUFFED,ADANI,MAERSK,129,Turkey,EUROPE
1,20DV,Iskenderun ,23,29,L3,STUFFED,ADANI,MAERSK,129,Turkey,EUROPE
1,20DV,Asuncion,23,49,L2,STUFFED,ADANI,MSC,263,PARAGUAY,SOUTH AMERICA
1,20DV,Asuncion,23,49,L2,STUFFED,ADANI,MSC,263,PARAGUAY,SOUTH AMERICA
1,20DV,Asuncion,23,49,L2,STUFFED,ADANI,MSC,263,PARAGUAY,SOUTH AMERICA
1,20DV,Asuncion,23,49,L2,STUFFED,ADANI,MSC,263,PARAGUAY,SOUTH AMERICA
1,20DV,Asuncion,23,49,L2,STUFFED,ADANI,MSC,263,PARAGUAY,SOUTH AMERICA
1,20DV,Asuncion,23,49,L2,STUFFED,ADANI,MSC,263,PARAGUAY,SOUTH AMERICA
1,20DV,Asuncion,23,49,L2,STUFFED,ADANI,MSC,263,PARAGUAY,SOUTH AMERICA
1,20DV,Asuncion,23,49,L2,STUFFED,ADANI,MSC,263,PARAGUAY,SOUTH AMERICA
1,20DV,Asuncion,23,49,L2,STUFFED,ADANI,MSC,263,PARAGUAY,SOUTH AMERICA
1,20DV,Asuncion,23,49,L2,STUFFED,ADANI,MSC,263,PARAGUAY,SOUTH AMERICA
1,20DV,Asuncion,23,49,L2,STUFFED,ADANI,MSC,263,PARAGUAY,SOUTH AMERICA
1,20DV,Asuncion,23,49,L2,STUFFED,ADANI,MSC,263,PARAGUAY,SOUTH AMERICA
1,20DV,Asuncion,23,49,L2,STUFFED,ADANI,MSC,263,PARAGUAY,SOUTH AMERICA
1,20DV,Jebel Ali,23.825,6,L2,STUFFED,ADANI,HAPAG,137,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,HAPAG,137,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,HAPAG,137,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,HAPAG,137,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,HAPAG,137,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,7,L3,STUFFED,ADANI,BALAJI,229,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,7,L3,STUFFED,ADANI,BALAJI,229,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,7,L3,STUFFED,ADANI,BALAJI,229,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,7,L3,STUFFED,ADANI,BALAJI,229,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Haifa,23.795,28,L3,STUFFED,ADANI,MAERSK,266,ISRAEL,EUROPE
1,20DV,Haifa,23.825,28,L3,STUFFED,ADANI,MAERSK,266,ISRAEL,EUROPE
1,20DV,Haifa,22.625,28,L3,STUFFED,ADANI,MAERSK,266,ISRAEL,EUROPE
1,20DV,Haifa,22.665,28,L3,STUFFED,ADANI,MAERSK,266,ISRAEL,EUROPE
1,20DV,Haifa,22.655,28,L3,STUFFED,ADANI,MAERSK,266,ISRAEL,EUROPE
1,20DV,Haifa,23.405,28,L3,STUFFED,ADANI,MAERSK,266,ISRAEL,EUROPE
1,20DV,Haifa,22.665,28,L3,STUFFED,ADANI,MAERSK,266,ISRAEL,EUROPE
1,20DV,Haifa,21.855,28,L3,STUFFED,ADANI,MAERSK,266,ISRAEL,EUROPE
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,6,L2,STUFFED,ADANI,FCIPL,251,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,7,L3,STUFFED,ADANI,BALAJI,229,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,7,L3,STUFFED,ADANI,BALAJI,229,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,7,L3,STUFFED,ADANI,BALAJI,229,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,7,L3,STUFFED,ADANI,BALAJI,229,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,7,L3,STUFFED,ADANI,BALAJI,229,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,7,L3,STUFFED,ADANI,BALAJI,229,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,7,L3,STUFFED,ADANI,BALAJI,229,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,7,L3,STUFFED,ADANI,BALAJI,229,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,7,L3,STUFFED,ADANI,BALAJI,229,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,7,L3,STUFFED,ADANI,BALAJI,229,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,7,L3,STUFFED,ADANI,BALAJI,229,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,7,L3,STUFFED,ADANI,BALAJI,229,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,7,L3,STUFFED,ADANI,BALAJI,229,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,7,L3,STUFFED,ADANI,BALAJI,229,UAE,REDSEA ME ISC
1,20DV,Jebel Ali,23,7,L3,STUFFED,ADANI,BALAJI,229,UAE,REDSEA ME ISC
1,40HC,Los Angeles,"19,500",45,L2,STUFFED,MUNDRA,MSC,28,USA,REDSEA ME ISC
1,40HC,Los Angeles,"19,789.70",45,L2,STUFFED,MUNDRA,MSC,28,USA,REDSEA ME ISC
1,40HC,Los Angeles,"19,788",45,L2,STUFFED,MUNDRA,MSC,28,USA,REDSEA ME ISC
1,40HC,Los Angeles,"19,488.50",45,L2,STUFFED,MUNDRA,MSC,28,USA,REDSEA ME ISC
1,40HC,Los Angeles,"19,794.80",45,L2,STUFFED,MUNDRA,MSC,28,USA,REDSEA ME ISC
1,40HC,Los Angeles,"19,769.40",45,L2,STUFFED,MUNDRA,MSC,28,USA,REDSEA ME ISC
1,40HC,Los Angeles,"19,766.80",45,L2,STUFFED,MUNDRA,MSC,28,USA,REDSEA ME ISC
1,40HC,Los Angeles,"19,732",45,L2,STUFFED,MUNDRA,MSC,28,USA,REDSEA ME ISC
1,40HC,Antwerp,"20,976.50",23,L2,STUFFED,NHAVASHEVA OTHERS,MSC,25,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,"20,972.70",23,L2,STUFFED,NHAVASHEVA OTHERS,MSC,25,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,"20,993.10",23,L2,STUFFED,NHAVASHEVA OTHERS,MSC,25,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,"20,974.80",23,L2,STUFFED,NHAVASHEVA OTHERS,MSC,25,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,"20,987.40",23,L2,STUFFED,NHAVASHEVA OTHERS,MSC,25,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,"20,945.80",23,L2,STUFFED,NHAVASHEVA OTHERS,MSC,25,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,"20,951.30",23,L2,STUFFED,NHAVASHEVA OTHERS,MSC,25,BELGIUM,REDSEA ME ISC
1,40HC,Veracruz,24738.7,35,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,238,MEXICO,REDSEA ME ISC
1,40HC,Veracruz,24849.9,35,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,238,MEXICO,REDSEA ME ISC
1,40HC,Veracruz,24775.7,35,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,238,MEXICO,REDSEA ME ISC
1,40HC,Veracruz,24869.2,35,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,238,MEXICO,REDSEA ME ISC
1,40HC,Veracruz,24937.2,35,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,238,MEXICO,REDSEA ME ISC
1,40HC,Veracruz,24948.4,35,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,238,MEXICO,REDSEA ME ISC
1,40HC,Veracruz,24854.5,35,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,238,MEXICO,REDSEA ME ISC
1,40HC,Veracruz,"24,842.30",35,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,238,MEXICO,REDSEA ME ISC
1,40HC,Veracruz,"24,877.50",35,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,238,MEXICO,REDSEA ME ISC
1,40HC,Veracruz,"24,799.60",35,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,238,MEXICO,REDSEA ME ISC
1,40HC,Veracruz,"24,727.70",35,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,238,MEXICO,REDSEA ME ISC
1,40HC,Veracruz,"24,789.30",35,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,238,MEXICO,REDSEA ME ISC
1,40HC,Antwerp,23733.27,34,L2,STUFFED,ADANI,MAERSK,181,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,23541.01,34,L2,STUFFED,ADANI,MAERSK,181,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,"23,788.45",34,L2,STUFFED,ADANI,MAERSK,181,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,"23,825.68",34,L2,STUFFED,ADANI,MAERSK,181,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,"23,812.80",34,L2,STUFFED,ADANI,MAERSK,181,BELGIUM,REDSEA ME ISC
1,40HC,Rauma,"24,999.40",35,L2,STUFFED,NHAVASHEVA OTHERS,MSC,8,FINLAND,REDSEA ME ISC
1,40HC,Rauma,"24,972.50",35,L2,STUFFED,NHAVASHEVA OTHERS,MSC,8,FINLAND,REDSEA ME ISC
1,40HC,Rauma,"24,849.40",35,L2,STUFFED,NHAVASHEVA OTHERS,MSC,8,FINLAND,REDSEA ME ISC
1,40HC,Casablanca ,23797.2,32,L2,STUFFED,ADANI,MAERSK,218,Morocco,REDSEA ME ISC
1,40HC,Kaohsiung ,24736.3,11,L2,STUFFED,NHAVASHEVA OTHERS,HAPAG,40,TAIWAN,REDSEA ME ISC
1,40HC,Antwerp,23820.19,25,L5,STUFFED,ADANI,HAPAG,40,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,23639.58,25,L5,STUFFED,ADANI,HAPAG,40,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,23795.63,25,L5,STUFFED,ADANI,HAPAG,40,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,23813.23,25,L5,STUFFED,ADANI,HAPAG,40,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,23796.1,25,L5,STUFFED,ADANI,HAPAG,40,BELGIUM,REDSEA ME ISC
1,40HC,Barcelona,"24,735.60",17,L5,STUFFED,NHAVASHEVA OTHERS,HAPAG,322,Spain,REDSEA ME ISC
1,40HC,Barcelona,"24,720.10",17,L5,STUFFED,NHAVASHEVA OTHERS,HAPAG,322,Spain,REDSEA ME ISC
1,40HC,Barcelona,"24,779.70",17,L5,STUFFED,NHAVASHEVA OTHERS,HAPAG,322,Spain,REDSEA ME ISC
1,40HC,Hamburg,"24,864.70",30,L4,STUFFED,NHAVASHEVA OTHERS,HAPAG,15,GERMANY,REDSEA ME ISC
1,40HC,Hamburg,"24,817",30,L4,STUFFED,NHAVASHEVA OTHERS,HAPAG,15,GERMANY,REDSEA ME ISC
1,40HC,Antwerp,"20,747.10",25,L4,STUFFED,NHAVASHEVA OTHERS,HAPAG,40,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,"20,689",25,L4,STUFFED,NHAVASHEVA OTHERS,HAPAG,40,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,"20,942.20",23,L2,STUFFED,NHAVASHEVA OTHERS,MSC,25,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,"20,970.90",23,L2,STUFFED,NHAVASHEVA OTHERS,MSC,25,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,20728.6,23,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,81,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,20726.9,23,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,81,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,20974.7,23,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,81,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,20748.6,23,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,81,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,20378.2,23,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,25,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,20734,23,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,25,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,20774.6,23,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,25,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,20709.7,23,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,81,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,20904.8,23,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,81,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,20711.1,23,L2,STUFFED,NHAVASHEVA OTHERS,MSC,25,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,20813.8,23,L2,STUFFED,NHAVASHEVA OTHERS,MSC,25,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,20849.4,23,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,81,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,20800.8,23,L2,STUFFED,NHAVASHEVA OTHERS,MSC,25,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,20809.1,23,L2,STUFFED,NHAVASHEVA OTHERS,MSC,25,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,20767,23,L2,STUFFED,NHAVASHEVA OTHERS,MAERSK,81,BELGIUM,REDSEA ME ISC
1,40HC,Toronto,"19,887.00",49,L2,STUFFED,ADANI,MAERSK,174, CANADA,REDSEA ME ISC
1,40HC,Toronto,"19,900.00",49,L2,STUFFED,ADANI,MAERSK,174, CANADA,REDSEA ME ISC
1,40HC,Toronto,"19,910.42",49,L2,STUFFED,ADANI,MAERSK,174, CANADA,REDSEA ME ISC
1,40HC,Toronto,"19,885.37",49,L2,STUFFED,ADANI,MAERSK,174, CANADA,REDSEA ME ISC
1,40HC,Antwerp,23821.51,25,L5,STUFFED,ADANI,HAPAG,40,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,23817.53,25,L5,STUFFED,ADANI,HAPAG,40,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,23862.85,25,L5,STUFFED,ADANI,HAPAG,40,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,23811.32,25,L5,STUFFED,ADANI,HAPAG,40,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,"23,855.48",25,L5,STUFFED,ADANI,HAPAG,40,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,23788.3,25,L5,STUFFED,ADANI,HAPAG,40,BELGIUM,REDSEA ME ISC
1,40HC,Antwerp,23760.91,25,L5,STUFFED,ADANI,HAPAG,40,BELGIUM,REDSEA ME ISC
1,40HC,Casablanca ,23664.44,32,L2,STUFFED,ADANI,HAPAG,297,Morocco,REDSEA ME ISC
1,40HC,Jebel Ali,23736.25,6,L2,STUFFED,ADANI,HAPAG,176,UAE,REDSEA ME ISC
1,40HC,Haifa,23803.06,33,L2,STUFFED,ADANI,HAPAG,215,ISRAEL,REDSEA ME ISC
1,40HC,Santos,"21,816.92",,L2,STUFFED,ADANI,MSC,44.49,Brazil,REDSEA ME ISC
1,40HC,Santos,"22,275.41",36,L5,STUFFED,NHAVASHEVA,MAERSK,428.94,Brazil,REDSEA ME ISC
1,40HC,Charleston,"22,390.15",36,L2,STUFFED,ADANI,MAERSK,132.45,USA,REDSEA ME ISC
,,,,,,,,,,,
1,40HC,Santos,"22,300.95",36,L5,STUFFED,NHAVASHEVA,MAERSK,428.94,Brazil,REDSEA ME ISC
,,,,,,,,,,,
,,,,,,,,,,,
1,40HC,Santos,"21,729.27",36,L5,STUFFED,NHAVASHEVA,MAERSK,428.94,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,753.09",36,L5,STUFFED,NHAVASHEVA,MAERSK,428.94,Brazil,REDSEA ME ISC
,,,,,,,,,,,
1,40HC,Gemlik,"22,360.14",30,L5,STUFFED,ADANI,MAERSK,117.73,Turkey,REDSEA ME ISC
1,40HC,Charleston,"22,428.22",36,L2,STUFFED,ADANI,MAERSK,132.45,USA,REDSEA ME ISC
1,40HC,Barcelona,"22,183.36",17,L5,STUFFED,ADANI,HAPAG,314.2,Spain,REDSEA ME ISC
1,40HC,Barcelona,"21,562.06",17,L5,STUFFED,ADANI,HAPAG,314.2,Spain,REDSEA ME ISC
1,40HC,Santos,"21,649.02",,L3,STUFFED,NHAVASHEVA,MAERSK,430,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,649.31",,L3,STUFFED,NHAVASHEVA,MAERSK,430,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,652.80",,L3,STUFFED,NHAVASHEVA,MAERSK,430,Brazil,REDSEA ME ISC
1,40HC,Barcelona,"21,427.89",17,L5,STUFFED,ADANI,HAPAG,314.2,Spain,REDSEA ME ISC
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
1,40HC,Santos,"21,666.80",,L3,STUFFED,NHAVASHEVA,MAERSK,430,Brazil,REDSEA ME ISC
1,40HC,Santos,"22,323.88",,L3,STUFFED,NHAVASHEVA,MAERSK,430,Brazil,REDSEA ME ISC
1,40HC,Santos,"22,368.76",,L3,STUFFED,NHAVASHEVA,MAERSK,430,Brazil,REDSEA ME ISC
1,40HC,Santos,"22,364.07",,L3,STUFFED,NHAVASHEVA,MAERSK,430,Brazil,REDSEA ME ISC
1,40HC,Santos,"22,331.47",,L3,STUFFED,NHAVASHEVA,MAERSK,430,Brazil,REDSEA ME ISC
1,40HC,Santos,"22,377.25",,L3,STUFFED,NHAVASHEVA,MAERSK,430,Brazil,REDSEA ME ISC
1,40HC,Santos,"22,333.64",,L3,STUFFED,NHAVASHEVA,MAERSK,430,Brazil,REDSEA ME ISC
1,40HC,Charleston,"22,476.09",36,L2,STUFFED,ADANI,MAERSK,132.46,USA,REDSEA ME ISC
1,40HC,Charleston,"22,461.27",36,L2,STUFFED,ADANI,MAERSK,132.46,USA,REDSEA ME ISC
1,40HC,Valencia,"8,809.38",19,L4,STUFFED,ADANI,HAPAG,134,Spain,REDSEA ME ISC
,40HC,Valencia,1675.59,19,L4,STUFFED,ADANI,HAPAG,134,Spain,REDSEA ME ISC
1,40HC,Santos,"21,889.19",,L2,STUFFED,ADANI,MSC,44.49,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,886.23",,L2,STUFFED,ADANI,MSC,44.49,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,877.07",,L2,STUFFED,ADANI,MSC,44.49,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,785.51",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Santos,"21,804.42",,L2,STUFFED,ADANI,MSC,44.82,Brazil,REDSEA ME ISC
1,40HC,Sokhna,"22,293.18",,L2,STUFFED,ADANI,MAERSK,78.51,Egypt,REDSEA ME ISC
1,40HC,Sokhna,"22,133.76",,L2,STUFFED,ADANI,MAERSK,78.51,Egypt,REDSEA ME ISC
1,40HC,Charleston,"21,307.07",,L5,STUFFED,NHAVASHEVA,MAERSK,563.63,USA,REDSEA ME ISC
1,40HC,Santos,"22,340.06",,L3,STUFFED,NHAVASHEVA,MAERSK,430,Brazil,REDSEA ME ISC
1,40HC,Santos,"22,366.07",,L3,STUFFED,NHAVASHEVA,MAERSK,430,Brazil,REDSEA ME ISC
